symbol,length,batch_number
MOGAT1,335,347
SLAMF1,335,348
FAS,335,348
RNF2,336,348
CDKN2A_ISOC2,337,348
KRAS_CALM1,337,349
FHIT_RBM18,337,349
DCPS,337,349
RASSF6,337,349
OXGR1,337,350
ABHD13,337,350
SLC35D2,337,350
CDC37L1,337,350
CSNK1A1,337,351
GIMAP2,337,351
GPR65,337,351
HMGA2_CD79B,338,351
POU4F3,338,352
POLR1F,338,352
FOSB,338,352
PARP11,338,352
DFFB,338,353
AHSA1,338,353
GPR17,339,353
IGBP1,339,353
C17orf58,339,354
DHRS7,339,354
CIAO1,339,354
CENPN,339,354
CTSB,339,355
RAD51,339,355
ANXA2,339,355
TBP,339,355
GP6,339,356
CDKN2A_TMEM123,340,356
LMO2_NDUFA7,340,356
HOXD10,340,356
RASSF1,340,357
DNAJB1,340,357
GNB4,340,357
SRR,340,357
DUSP12,340,358
PAWR,340,358
SFXN5,340,358
ARFIP2,341,358
DNAJC22,341,359
SLC25A43,341,359
HNRNPA2B1,341,359
CD2BP2,341,359
MR1,341,360
RDH10,341,360
PAX9,341,360
QKI,341,360
CAB39,341,361
DDO,341,361
U2AF1_LSM3,342,361
PRPF18,342,361
WDR77,342,362
SIRPB2,342,362
TBXA2R,343,362
LRRC23,343,362
RBFA,343,363
RPUSD3,343,363
BDH1,343,363
MRNIP,343,363
PNCK,343,364
GLIPR1L2,344,364
LRRC75A,344,364
WDR45B,344,364
B4GALT4,344,365
AURKB,344,365
PCGF2,344,365
CDKN2A_VHL,345,365
APOH,345,366
BAG1,345,366
FANK1,345,366
TOB1,345,366
PARD6A,345,367
OPN1SW,345,367
TMOD4,345,367
CEBPB,345,367
GAS1,345,368
LDLRAD3,345,368
B3GNTL1,346,368
LYPD3,346,368
LUZP2,346,369
KHDRBS3,346,369
CDK20,346,369
CDK7,346,369
SH3GL3,347,370
JUND,347,370
MAP2K3,347,370
ITGB1BP2,347,370
NFYA,347,371
TFEC,347,371
GPR148,347,371
ERLIN1,348,371
HPR,348,372
NR1I3,348,372
GALE,348,372
SCRT1,348,372
ABHD5,349,373
GALR1,349,373
FKBPL,349,373
HIF1AN,349,373
DDIT3_ATF3,350,374
CERS1,350,374
FPR1,350,374
TWF1,350,374
DKK3,350,375
C5AR1,350,375
NUDT9,350,375
GYG1,350,375
RAD51B,350,376
TMEM185A,350,376
MCL1,350,376
PLEK,350,376
ATP6V0D2,350,377
INHBE,350,377
FOXA3,350,377
CDKN2A_CIDEB,351,377
PRKACA,351,378
RRM2B,351,378
TMEM115,351,378
TDRD10,351,378
TMOD2,351,379
CD2,351,379
WNT4,351,379
TCEANC,351,379
PRKACG,351,380
MCU,351,380
PPP1R8,351,380
CDKN2A_C18orf21,352,380
PDLIM2,352,381
AMBP,352,381
MKX,352,381
NDRG4,352,381
HSH2D,352,382
EIF3H,352,382
WNT3A,352,382
CXCR4,352,382
SH3GL2,352,383
RNF39,352,383
OTULIN,352,383
MRM1,353,383
BRIX1,353,384
FEZ2,353,384
CCN6,354,384
NKX2-4,354,384
CD68,354,385
GNAI3,354,385
OTC,354,385
CREBZF,354,385
ARG2,354,386
HOMER1,354,386
PAQR8,354,386
LMO2_BEX2,355,386
LMO2_SH2D1A,355,387
SIRT6,355,387
FBXO32,355,387
SPSB3,355,387
VASH2,355,388
BCL10_SNRNP25,356,388
SSX2_TMEM31,356,388
PCBP1,356,388
NFKBIB,356,389
RFC3,356,389
CDC42EP4,356,389
IBA57,356,389
CHST10,356,390
ZCWPW2,356,390
GPANK1,356,390
LMAN2,356,390
CDKN2A_SMCO3,357,391
GPRC5A,357,391
PCMTD1,357,391
EIF3F,357,391
BNIPL,357,392
RBM43,357,392
ASCC1,357,392
SORD,357,392
STBD1,358,393
TRIB3,358,393
TRIM54,358,393
HLA-E,358,393
C19orf67,358,394
TSSK2,358,394
LTB4R2,358,394
GPR20,358,394
PSTK,358,395
CEBPA,358,395
GNAQ,359,395
HSPBP1,359,395
KLF8,359,396
BPNT2,359,396
POU5F1B,359,396
AKR7A2,359,396
SKAP1,359,397
RNF146,359,397
PDHB,359,397
SKAP2,359,397
NANS,359,398
HEXIM1,359,398
CYTIP,359,398
GNA11,359,398
TEFM,360,399
MAPK1,360,399
WNT2,360,399
CXCR2,360,399
LSM11,360,400
KCNJ13,360,400
TMEM198,360,400
HAPLN3,360,400
WARS2,360,401
CCDC86,360,401
EPHX3,360,401
MAPK14,360,401
PTPN7,360,402
TXNDC15,360,402
POU5F1,360,402
SURF6,361,402
HMBS,361,403
ANKRD16,361,403
ATXN3,361,403
QPCT,361,403
NFKBIE,361,404
SPATA17,361,404
RSAD2,361,404
FFAR4,361,404
PCMTD2,361,405
HOMER3,361,405
POU3F4,361,405
CDKN2A_FAM3A,362,405
TMEM129,362,406
ACKR3,362,406
EPHX4,362,406
NAA30,362,406
AVEN,362,407
C20orf96,363,407
RAD23A,363,407
RFFL,363,407
DRG2,364,408
CAVIN4,364,408
VPS72,364,408
HAVCR1,364,408
AGPAT5,364,409
ZNF474,364,409
CDKN2A_BCL2L1,365,409
GTF3A,365,409
SH3GLB1,365,410
SGMS2,365,410
MAPK13,365,410
HLA-A,365,410
FOXH1,365,411
MAX_MXD3,366,411
HRAS_SPRYD7,366,411
FAM131A,366,411
USP46,366,412
IST1,366,412
MAX_TPD52,367,412
ZDHHC2,367,412
DUSP1,367,413
MAPK12,367,413
WDR31,367,413
NKX6-1,367,413
AHSG,367,414
STN1,368,414
SH3GL1,368,414
MAX_MXD4,369,414
SSTR2,369,415
PRPSAP2,369,415
NAT16,369,415
NPIPA9,369,415
IL2RG,369,416
SSBP2,369,416
HSD3B7,369,416
RAC1_CAV1,370,416
PDGFD,370,417
HAO1,370,417
USP12,370,417
PPID,370,417
LRTM2,370,418
STARD7,370,418
LRRC2,371,418
NDRG2,371,418
CREB3,371,419
PRMT1,371,419
RNF34,372,419
ZNF625,372,419
HNRNPA1,372,420
PPM1K,372,420
CDK9,372,420
SEPTIN1,372,420
RABEPK,372,421
NSDHL,373,421
HYKK,373,421
CCDC34,373,421
MAGEC2,373,422
TPRA1,373,422
FBLIM1,373,422
FBXL8,374,422
ADAP1,374,423
FANCF,374,423
SPOP,374,423
EIF3M,374,423
TRAM1,374,424
RHOA_HINT3,375,424
MSTN,375,424
FANCL,375,424
CD14,375,425
ACTG1,375,425
AS3MT,375,425
DEK,375,425
ACTB,375,426
NDRG3,375,426
ADH1C,375,426
ST8SIA2,375,426
TMEM183A,376,427
ACTR1A,376,427
SERPINB9,376,427
SERPINB6,376,427
NME7,376,428
FOXL2,376,428
SLC30A7,376,428
GTF2A1,376,428
RAD51C,376,429
ST8SIA5,376,429
SOX2_SMIM3,377,429
PSMD4,377,429
PTGR3,377,430
IKBIP,377,430
NCK1,377,430
PEX14,377,430
GNA13,377,431
ACTA2,377,431
NDUFA9,377,431
ZDHHC16,377,431
CD46,377,432
MAS1L,378,432
B3GNT5,378,432
HNRNPA3,378,432
CDC37,378,433
MAPK3,379,433
PARL,379,433
EPOP,379,433
CCND3_ACBD7,380,434
FEN1,380,434
ST8SIA3,380,434
VASP,380,434
OPRK1,380,435
FOS,380,435
SERPINB7,380,435
NCK2,380,435
TMEM229A,380,436
MRPL38,380,436
CERS2,380,436
MAX_MXD1,381,436
PRKAR1B,381,437
MTERF4,381,437
SPINDOC,381,437
PRKAR1A,381,437
BHLHE22,381,438
GPR34,381,438
KRR1,381,438
DUSP6,381,438
PHF7,381,439
LDHAL6B,381,439
GNA12,381,439
KCMF1,381,439
RAC1_APOBEC3C,382,440
ATP6V1C1,382,440
PPM1A,382,440
MBNL1,382,440
KLHDC3,382,441
FETUB,382,441
APOBEC3B,382,441
GJA1,382,441
WDR55,383,442
SAV1,383,442
MTHFSD,383,442
GABPB1,383,442
AAR2,384,443
S1PR4,384,443
BAX_BCL2L2,385,443
MCIDAS,385,443
SMARCB1,385,444
PNKD,385,444
PRPSAP1,385,444
NR2E1,385,444
LSM14B,385,445
BSG,385,445
PRSS50,385,445
CDKN2A_PSME3,386,445
RHBDD3,386,446
PPME1,386,446
TIA1,386,446
DNMT3L,386,446
VPS36,386,447
SET_PTMA,387,447
VSIG1,387,447
FBXO4,387,447
SOHLH1,387,448
SHARPIN,387,448
WDR89,387,448
HCAR3,387,448
EIPR1,387,449
TTC4,387,449
CCNJL,387,449
SSBP3,388,449
PDHA2,388,450
SOX7,388,450
CD1E,388,450
KCTD9,389,450
PCYT2,389,451
SIRT2,389,451
CBX8,389,451
MTFMT,389,451
TUFT1,390,452
MEIS1,390,452
FCMR,390,452
TSG101,390,452
HS3ST3B1,390,453
ZNF414,390,453
ZNF121,390,453
HGH1,390,453
LHX4,390,454
CDKN1B_RHOA,391,454
RHOA_CDKN1B,391,454
BCL2_PTGES,391,454
RAD9A,391,455
PAX5,391,455
BDKRB2,391,455
TENT5C,391,455
DPF2,391,456
CSNK2A1,391,456
CSNK2A3,391,456
TXNIP,391,456
RGP1,391,457
EDA,391,457
HERPUD1,391,457
BCL2_C15orf40,392,457
PAK1IP1,392,458
FEZ1,392,458
SPOPL,392,458
CDX2_CD24,393,458
ATG4B,393,459
SERBP1,393,459
TP53,393,459
IDH3G,393,459
B4GALT3,393,460
MAP2K1,393,460
PA2G4,394,460
ACTR2,394,460
PIP5KL1,394,461
NDRG1,394,461
ZSCAN9,394,461
RHOH_ARHGDIA,395,461
MAT2A,395,462
CHKB,395,462
ZNG1B,395,462
XKR8,395,462
ZNG1A,395,463
ZNG1E,395,463
ZNF200,395,463
GTF2H2,395,463
C16orf46,395,464
RAC1_ARHGDIA,396,464
NRAS_CLDN11,396,464
RHOA_AKIRIN2,396,464
NECAB3,396,465
YJU2B,396,465
SNIP1,396,465
VRK1,396,465
OLA1,396,466
MVK,396,466
CTSE,396,466
WTAP,396,466
RHOA_ARHGDIA,397,467
ELL3,397,467
ACAT2,397,467
VPS37A,397,467
DNAJA4,397,468
CX3CL1,397,468
F2RL1,397,468
BAX_RALA,398,468
LAX1,398,469
TACR2,398,469
OTUD3,398,469
STOML1,398,469
CCNB2,398,470
NPTN,398,470
ATG4A,398,470
SP5,398,470
ST8SIA6,398,471
B4GALT1,398,471
BCL2_BIK,399,471
CIPC,399,471
P2RX1,399,472
LEF1,399,472
SEC62,399,472
RRAGC,399,472
PCID2,399,473
TERF2IP,399,473
MAP2K4,399,473
LIPA,399,473
KRT19,400,474
MAP2K2,400,474
TFG,400,474
RNF149,400,474
MAPKAPK2,400,475
SPN,400,475
SIRT7,400,475
WWTR1,400,475
DCTN2,401,476
RBM17,401,476
NKX2-1,401,476
HSFY1,401,476
B3GNT7,401,477
CRTAP,401,477
MNX1,401,477
BTG1_KLRC2,402,477
CCND3_PAGE5,402,478
CCDC188,402,478
ZCCHC12,402,478
BMP8A,402,478
ZNF586,402,479
B3GNT9,402,479
GCNT2,402,479
BAX_BAK1,403,479
PTEN,403,480
TRIM59,403,480
AURKA,403,480
PHF23,403,480
STAP2,403,481
JMJD6,403,481
MAF,403,481
PEX13,403,481
FBXO22,403,482
QTRT1,403,482
GPRC5B,403,482
CCNE2,404,482
KIAA0930,404,483
PRKAR2A,404,483
SNX5,404,483
BMT2,405,483
HSD11B2,405,484
TFDP3,405,484
TDO2,406,484
KLHDC1,406,484
COPS4,406,485
HERPUD2,406,485
EIF4A1,406,485
VMP1,406,485
HS3ST3A1,406,486
ZNF793,406,486
BHMT,406,486
RING1,406,486
SNX6,406,487
PSMC5,406,487
PIP4K2A,406,487
ZSCAN31,406,487
OLFML3,406,488
BCL2_BAD,407,488
ZFP1,407,488
RBMS2,407,488
METTL8,407,489
SLFNL1,407,489
IGSF5,407,489
GDF11,407,489
EIF4A2,407,490
ZNF174,407,490
ARRDC2,407,490
ADRM1,407,490
INHBB,407,491
RPL3L,407,491
S100PBP,408,491
KCNK13,408,491
SLX4IP,408,492
CDKN1B_TIMP3,409,492
RHOH_METTL21A,409,492
RAD23B,409,492
PISD,409,493
FAM20B,409,493
ABRAXAS1,409,493
ABHD3,409,493
DEPTOR,409,494
ARRB2,409,494
SUV39H2,410,494
TSPYL6,410,494
SLC35E1,410,495
LAMP2,410,495
CCNE1,410,495
RMDN2,410,495
COX15,410,496
NR2E3,410,496
TDG,410,496
THRA,410,496
WDFY1,410,497
PAFAH1B1,410,497
TFDP1,410,497
CDKN1B_VHL,411,497
MAPK1_TOMM5,411,498
SMARCE1,411,498
LDB1,411,498
BROX,411,498
SNAPC3,411,499
EIF4A3,411,499
KIAA0513,411,499
ATAD3C,411,499
MKNK1,412,500
SUV39H1,412,500
MLNR,412,500
BHLHE40,412,500
DNAJA2,412,501
TGFB3,412,501
ZNF821,412,501
SKA3,412,501
BCKDK,412,502
AARSD1,412,502
DOK2,412,502
JUN_IER3IP1,413,502
MYD88_POLR2J,413,503
E2F4,413,503
CLUAP1,413,503
HABP4,413,503
FKBP8,413,504
GATA1,413,504
SCML4,414,504
NR2F2,414,504
YY1,414,505
TGFB2,414,505
TARDBP,414,505
WWOX,414,505
CHST12,414,506
PTPN2,415,506
PICK1,415,506
SAMD8,415,506
QTRT2,415,507
SERPINB2,415,507
RUNX3,415,507
HNRNPF,415,507
CSNK1D,415,508
CASP9,416,508
PIP4K2B,416,508
ALG2,416,508
SLC35D3,416,509
CSNK1E,416,509
HEPACAM,416,509
PSTPIP1,416,509
TRAF1,416,510
CDKN2A_SULT2A1,417,510
SOCS1_PTPRCAP,417,510
FOXD4L3,417,510
FOXD4L6,417,511
TSPYL5,417,511
LOX,417,511
CALR,417,511
ZNF114,417,512
MMAA,418,512
SS18,418,512
SMYD5,418,512
ARRB1,418,513
ACTR3,418,513
ST3GAL5,418,513
RAD52,418,513
ANKRD61,418,514
NTSR1,418,514
RASSF5,418,514
PRKAR2B,418,514
HSDL2,418,515
BCL2_RNF5,419,515
BRF2,419,515
KCTD20,419,515
IKBKG,419,516
MITF,419,516
HAT1,419,516
FAH,419,516
IKZF5,419,517
VAT1L,419,517
FDPS,419,517
BZW2,419,517
PELI2,420,518
ANKRD10,420,518
DNAAF4,420,518
LANCL3,420,518
DNAJB5,420,519
RBM22,420,519
GMPPA,420,519
GSK3B,420,519
TADA2B,420,520
BCL10_C5orf24,421,520
C2CD4C,421,520
CCNA1,421,520
TMLHE,421,521
TRMU,421,521
ZNF584,421,521
SYT15B,421,521
C7orf25,421,522
ZNF550,422,522
UBE2Q1,422,522
ZBTB42,422,522
KYAT1,422,523
FAM53B,422,523
KRT23,422,523
ZNF620,422,523
RAC1_PXDC1,423,524
LIPM,423,524
ESRRA,423,524
FAM43A,423,524
COPS3,423,525
TMEM130,423,525
IVD,423,525
NR2F1,423,525
MRPL37,423,526
TOR4A,423,526
SIX1_C14orf119,424,526
ELP4,424,526
SLC35A5,424,527
PSKH1,424,527
MAPK9,424,527
ZBTB6,424,527
SKP2,424,528
SF3B4,424,528
SCRN3,424,528
BAX_BCL2L1,425,528
CAVIN2,425,529
TANK,425,529
SMAD3,425,529
TRIM31,425,529
RBBP7,425,530
RBBP4,425,530
ZNF789,425,530
CDKN2A_NPM1,426,530
SMAD7,426,531
ZNF662,426,531
INHBA,426,531
ACTL6B,426,531
EGLN1,426,532
FCRLB,426,532
AMDHD1,426,532
RPL4,427,532
MAPK8,427,533
NGFR,427,533
VDR,427,533
ACAT1,427,533
IRF3,427,534
DDB2,427,534
HRAS_MRPS18B,428,534
RAC1_STX8,428,534
ARL13B,428,535
FBXL3,428,535
HDAC3,428,535
ELK1,428,535
DIPK1A,428,536
IFT57,429,536
ZNF275,429,536
ACTL6A,429,536
MAGEA11,429,537
CTBP1,429,537
TNIP2,429,537
CCND3_CRABP2,430,537
MRPS5,430,538
PBX1,430,538
BCL2_BAX,431,538
RHOA_SRSF7,431,538
IGSF11,431,539
NOCT,431,539
BMP7,431,539
EIF5,431,539
CSTF1,431,540
BCL2_BBC3,432,540
NPTX1,432,540
SUCLG2,432,540
PAG1,432,541
CCNA2,432,541
KRT17,432,541
PCED1B,432,541
AHCY,432,542
TADA3,432,542
TXNDC5,432,542
ACADSB,432,542
BCL2_BNIP3,433,543
CCNB1,433,543
ARHGAP8,433,543
STK11,433,543
SMYD2,433,544
SOX2_RPL34,434,544
ENO1,434,544
AAMP,434,544
NR1I2,434,545
MICU2,434,545
FAM83A,434,545
RSRC2,434,545
TEAD4,434,546
CDKN2A_CDK4,435,546
RHOA_DKKL1,435,546
PTPN1,435,546
STK40,435,547
AP2M1,435,547
OXA1L,435,547
NIM1K,436,547
ORC4,436,548
KCNG3,436,548
PAX6,436,548
FBXL20,436,548
PM20D2,436,549
ERICH2,436,549
BCL2_BCL2L11,437,549
RPL5_RPL23,437,549
JUN_RPL36AL,437,550
RHOA_MLX,437,550
BYSL,437,550
FJX1,437,550
E2F1,437,551
PLIN2,437,551
SGCE,437,551
E2F2,437,551
VPS4A,437,552
TRIML2,437,552
FBXO9,437,552
IFT52,437,552
ERAL1,437,553
TMEM184C,438,553
USP27X,438,553
CDKN2A_NMI,439,553
DEK_NOP10,439,554
RSPO2_RER1,439,554
EXOSC9,439,554
TERF1,439,554
GJC2,439,555
PSMC3,439,555
ZNF621,439,555
FBLN7,439,555
TFAP2A,439,556
ARHGAP1,439,556
OAT,439,556
PDIA6,440,556
SETD4,440,557
DOK3,440,557
GORASP1,440,557
SPATA1,440,557
SQSTM1,440,558
TNFRSF10B,440,558
EED,441,558
PPARD,441,558
UBXN6,441,559
RTN4RL1,441,559
ZBTB8A,441,559
ARMT1,441,559
P2RX6,441,560
KLHDC10,442,560
TULP3,442,560
MIPOL1,442,560
ZNF773,442,561
SDC3,442,561
NADK2,442,561
MXRA8,442,561
CRBN,442,562
BCL2_BCL2L10,443,562
CDKN1B_YWHAQ,443,562
RHOA_BCL2L12,443,562
COX10,443,563
PPP2R2B,443,563
TADA2A,443,563
HOXA3,443,563
ERICH1,443,564
RXYLT1,443,564
POU3F2,443,564
EFEMP2,443,564
KHDRBS1,443,565
COPS2,443,565
GATA4,443,565
TUBB4A,444,565
TUBB,444,566
FOXF2,444,566
PACSIN1,444,566
SERPINA10,444,566
XK,444,567
HMGA1_DFFB,445,567
HRAS_ATG5,445,567
EIF3E,445,567
CDS2,445,568
DCAF13,445,568
MINDY3,445,568
CTBP2,445,568
SCLY,445,569
TUBB2B,445,569
TUBB2A,445,569
FAF2,445,569
FADS3,445,570
NEK2,445,570
TFDP2,446,570
ZNF70,446,570
CALCOCO2,446,571
SOX8,446,571
TUBB6,446,571
BAG5,447,571
PPP2R2A,447,572
NR1H3,447,572
TTC23,447,572
PPP2R2C,447,572
ACOT9,448,573
MAP2K5,448,573
TAPBP,448,573
CBY2,448,573
TRMT12,448,574
BCL2_NTF4,449,574
JUN_SMIM17,449,574
CLU,449,574
C11orf24,449,575
GLRA1,449,575
BCL2_BAK1,450,575
DNAJB1_ANAPC16,450,575
SET_GCSH,450,576
ZNF446,450,576
CIR1,450,576
TFAP2C,450,576
BECN1,450,577
BFAR,450,577
TUBB3,450,577
CSK,450,577
RPL5_EIF5A,451,578
TCL1A_GIMAP2,451,578
IFRD1,451,578
TINF2,451,578
TUBA1A,451,579
SNX7,451,579
TUBB1,451,579
OGFRL1,451,579
SOX2_RPS17,452,580
FLI1,452,580
DPH7,452,580
ZNF672,452,580
ETV6,452,581
ILK,452,581
IDH2,452,581
HNF4A,452,581
SCPEP1,452,582
EIF2B3,452,582
BAX_HLA-DQB1,453,582
MAP2K1_SMIM3,453,582
ARMCX1,453,583
GCNT4,453,583
FGG,453,583
SERINC1,453,583
UQCRC2,453,584
PPP2R2D,453,584
SIGLEC6,453,584
MYOD1_ID2,454,584
TMPO,454,585
MYC,454,585
BCL3,454,585
CDR2,454,585
GABPA,454,586
PPM1F,454,586
GDF9,454,586
ESRRB,454,586
CDCA7L,454,587
MAX_MXI1,455,587
CDK4_CDRT4,455,587
RAC1_ITM2A,455,587
TUFM,455,588
GPR89A,455,588
MFSD10,455,588
HNF4G,455,588
COLQ,455,589
TNFRSF1A,455,589
SH3BP5,455,589
BTG1_CNOT7,456,589
CCND3_CDKN1A,456,590
NARF,456,590
METTL14,456,590
PLA1A,456,590
KRT15,456,591
BLNK,456,591
SLC18B1,456,591
RUVBL1,456,591
PSMD12,456,592
BCL2_RRAS,457,592
MYD88_ATP5PD,457,592
RAC1_COQ4,457,592
RHOA_TAF9,457,593
BAG4,457,593
PDLIM7,457,593
CHKA,457,593
CHGA,457,594
KLF5,457,594
FKBP5,457,594
CCND1_SKP1,458,594
CDKN2A_CDK6,458,595
KRAS_KCNIP2,458,595
GTDC1,458,595
ACD,458,595
CD4,458,596
KNOP1,458,596
BPIFB2,458,596
HTRA2,458,596
KAT8,458,597
CCND1_CDKN1A,459,597
CDKN1B_RCHY1,459,597
TP53_FXYD2,459,597
SRGAP2B,459,598
SRGAP2C,459,598
RORB,459,598
IL7R,459,598
CHN1,459,599
FKBP4,459,599
CA9,459,599
ZBTB12,459,599
NAP1L2,460,600
PANK2,460,600
TFAP2B,460,600
NR1H2,460,600
PTPN18,460,601
IRAK4,460,601
LIPI,460,601
U2AF1_RP9,461,601
CEBPA_S100A16,461,602
NUCB1,461,602
PIK3R3,461,602
RRP1,461,602
TGFB1I1,461,603
SLC30A6,461,603
NEU3,461,603
ITPKA,461,603
THRB,461,604
MCRS1,462,604
EEF1A1,462,604
RARA,462,604
MANEA,462,605
GOPC,462,605
GTF2H4,462,605
RXRA,462,605
ERRFI1,462,606
CCND1_DTD2,463,606
RUVBL2,463,606
EEF1A2,463,606
LSM14A,463,607
NDUFS2,463,607
PLAGL1,463,607
CDK6_CDKN2B,464,607
SOCS1_TSPAN11,464,608
SF3A2,464,608
FAM90A19,464,608
LRRC34,464,608
MYCN,464,609
HNRNPK,464,609
ABHD18,464,609
FAM90A10,464,609
ALG1,464,610
BCL10_RNF125,465,610
DNAJB1_MAP1LC3B,465,610
SET_APOM,465,610
SMAD5,465,611
STK38,465,611
MFSD1,465,611
CELF3,465,611
E2F3,465,612
MKNK2,465,612
PRKN,465,612
WASHC1,465,612
SMAD1,465,613
G3BP1,466,613
VIM,466,613
RETREG3,466,613
ADRA1A,466,614
MTX1,466,614
CDK4_CDKN1A,467,614
SMAD2,467,614
TRIT1,467,615
IRF6,467,615
PPP2R5E,467,615
GABRG3,467,615
DMAP1,467,616
PSEN1,467,616
MAP3K8,467,616
HRAS_OGN,468,616
FOXN3,468,617
CHN2,468,617
PPARA,468,617
RUSF1,468,617
SCG3,468,618
TNFRSF10A,468,618
BCL2_NMRK2,469,618
TP53_NDUFC1,469,618
TRAIP,469,619
SAMM50,469,619
CDK14,469,619
ETS2,469,619
MINDY1,469,620
SPATA21,469,620
SLC39A7,469,620
CDKN2A_POLR1F,470,620
DES,470,621
GYG2,470,621
NKD1,470,621
NR0B1,470,621
TRAF4,470,622
CDKN2C_CDK4,471,622
U2AF1_PAFAH1B3,471,622
CADM1,471,622
NONO,471,623
MATCAP1,471,623
FBXO3,471,623
MLKL,471,623
TP53_CAMK2N2,472,624
KRT14,472,624
IFIT2,472,624
CNR1,472,624
SELENBP1,472,625
FOXA1,472,625
CPQ,472,625
CDKN2A_ARFIP2,473,625
MYOD1_NDUFB11,473,626
RTN4R,473,626
DUS1L,473,626
PTDSS1,473,626
KRT16,473,627
KCTD8,473,627
CDC25C,473,627
SPTLC1,473,627
GPBP1,473,628
CCDC6,474,628
CALCR,474,628
RNF14,474,628
ATG4D,474,629
TRIM4,474,629
CBLC,474,629
CDK18,474,629
MYOD1_ID1,475,630
RPL5_RPL11,475,630
U2AF2,475,630
ERMAP,475,630
TRIM62,475,631
TRIM21,475,631
PPARG,475,631
PARS2,475,631
JUN_NDUFA12,476,632
TFEB,476,632
GPKOW,476,632
MICU1,476,632
ZNF563,476,633
CHEK1,476,633
CPE,476,633
CPVL,476,633
SEC61A1,476,634
EGR2,476,634
NR1H4,476,634
CDKN2A_GAS1,477,634
SLC2A8,477,635
SLC10A3,477,635
SLC25A24,477,635
TRIM72,477,635
ETV1,477,636
MMP3,477,636
NARS2,477,636
KRAS_VAX2,478,636
GAS8,478,637
SLC49A4,478,637
VTN,478,637
CASP8,479,637
ERG,479,638
CHST3,479,638
UTP3,479,638
KLF4,479,638
MYD88_CCDC28A,480,639
TP53_C5orf46,480,639
SESN2,480,639
RUNX1,480,639
AKT1,480,640
IRX1,480,640
RBM42,480,640
GATA2,480,640
UMPS,480,641
CFLAR,480,641
CTSA,480,641
GRSF1,480,641
CORO2B,480,642
DNAJA3,480,642
GPR37L1,481,642
LILRA6,481,642
PNPLA3,481,643
ABI1,481,643
DOK1,481,643
PI4K2B,481,643
AKT2,481,644
OTUD1,481,644
SOX2_GADD45A,482,644
HDAC1,482,644
SYNC,482,645
MKRN1,482,645
CCDC50,482,645
BTBD1,482,645
G3BP2,482,646
CDKN1B_NEURL2,483,646
SHMT1,483,646
DDX49,483,646
DDX6,483,647
GSK3A,483,647
PGD,483,647
CD274_SSU72,484,647
CDKN2A_AMBP,484,648
MAX_FNDC8,484,648
RHOA_TMEM221,484,648
TAL1_ORMDL1,484,648
TP53_HOPX,484,649
HEMGN,484,649
PAX3,484,649
ETV4,484,649
CCDC65,484,650
CTSF,484,650
SUFU,484,650
BCL2_BCAP31,485,650
RNF8,485,651
ETS1,485,651
ALDH3A2,485,651
RCOR1,485,651
POLG2,485,652
BCL2L13,485,652
WDR13,485,652
ZNF165,485,652
POU5F1_C2orf76,486,653
RPL5_CT45A3,486,653
SMARCB1_S100A3,486,653
PPP2R5A,486,653
KRT86,486,654
APBB3,486,654
FOXRED1,486,654
TRIM58,486,654
HEXD,486,655
LMO1_TAL1,487,655
MLLT11_DNAJA4,487,655
TAL1_LMO1,487,655
RBPJ,487,656
SCHIP1,487,656
GPS1,487,656
TRIM50,487,656
STK4,487,657
SLC41A3,487,657
ZIK1,487,657
MMP11,488,657
PTGER4,488,658
ALG12,488,658
HDAC2,488,658
RAC1_SLC25A51,489,658
SPRTN,489,659
IFNGR1,489,659
PMPCB,489,659
UBXN7,489,659
BAX_SLC25A4,490,660
CCND3_CDKN1B,490,660
CDK6_CDKN1A,490,660
CDKN1B_CCND3,490,660
CDKN1B_CDK5,490,661
MAPK1_PEA15,490,661
MDM4,490,661
SUSD4,490,661
TEKT3,490,662
RSL1D1,490,662
PLEKHO2,490,662
SMARCE1_CD24,491,662
CBLL1,491,663
RABGEF1,491,663
STK3,491,663
LARP6,491,663
PRCC,491,664
NAMPT,491,664
ZNF655,491,664
RAC1_PLEKHA3,492,664
SPOP_RAMAC,492,665
HSF4,492,665
DPP7,492,665
PPIL4,492,665
CCND1_CDKN1B,493,666
CDKN1B_CCND1,493,666
CCND3_ARL4C,493,666
TMCO6,493,666
CYP2E1,493,667
HHAT,493,667
ANGPTL2,493,667
TMEM145,493,667
ARIH2,493,668
FZR1,493,668
FSCN1,493,668
CSAD,493,668
CDKN2C_CDK6,494,669
TP53_S100A4,494,669
TP53_SUMO1,494,669
DNAJC7,494,669
USP14,494,670
CDKN1B_CDK1,495,670
JUN_CDKN1A,495,670
RAD18,495,670
EFCAB14,495,671
CDKN1B_CDK2,496,671
PIM1_CBX3,496,671
SMAD3_SNURF,496,671
TP53_S100A16,496,672
SLC2A3,496,672
NMT1,496,672
ZNF623,496,672
NOTUM,496,673
SLC19A3,496,673
PRCP,496,673
RBMY1F,496,673
GSDME,496,674
RBMY1A1,496,674
ANKRD34A,496,674
SGK3,496,674
RETREG1,497,675
ADPGK,497,675
CYP2D6,497,675
TH,497,675
XIAP,497,676
MDM2,497,676
TRMT6,497,676
TCHP,498,676
WASF2,498,677
TRIM22,498,677
FANCF_MRPS6,499,677
ZNF565,499,677
CDC20,499,678
PPP5C,499,678
KCNA2,499,678
